Tiempo,Temperatura atmosferica,Temperatura LUFT
2026-04-18 05:40:00,26.6000,23.4000
2026-04-18 05:50:00,26.5000,23.7000
2026-04-18 06:00:00,26.5000,23.7000
2026-04-18 06:10:00,26.5000,23.5000
2026-04-18 06:20:00,26.5000,23.4000
2026-04-18 06:30:00,26.5000,23.5000
2026-04-18 06:40:00,26.5000,23.4000
2026-04-18 06:50:00,26.5000,23.5000
2026-04-18 07:00:00,26.4000,0.0000
2026-04-18 07:10:00,26.3000,23.3000
2026-04-18 07:20:00,26.2000,23.3000
2026-04-18 07:30:00,26.2000,0.0000
2026-04-18 07:40:00,26.1000,0.0000
2026-04-18 07:50:00,26.1000,23.2000
2026-04-18 08:00:00,26.1000,23.1000
2026-04-18 08:10:00,26.1000,0.0000
2026-04-18 08:20:00,26.0000,23.1000
2026-04-18 08:30:00,25.9000,22.9000
2026-04-18 08:40:00,25.9000,23.0000
2026-04-18 08:50:00,25.9000,23.1000
2026-04-18 09:00:00,25.9000,23.1000
2026-04-18 09:10:00,25.9000,23.0000
2026-04-18 09:20:00,25.9000,23.1000
2026-04-18 09:30:00,25.9000,22.9000
2026-04-18 09:40:00,25.9000,0.0000
2026-04-18 09:50:00,25.9000,23.0000
2026-04-18 10:00:00,25.8000,23.1000
2026-04-18 10:10:00,25.8000,0.0000
2026-04-18 10:20:00,25.8000,22.9000
2026-04-18 10:30:00,25.8000,23.0000
2026-04-18 10:40:00,25.8000,0.0000
2026-04-18 10:50:00,25.8000,0.0000
2026-04-18 11:00:00,25.9000,0.0000
2026-04-18 11:10:00,26.0000,23.1000
2026-04-18 11:20:00,26.1000,23.0000
2026-04-18 11:30:00,26.0000,0.0000
2026-04-18 11:40:00,26.1000,0.0000
2026-04-18 11:50:00,26.1000,23.1000
2026-04-18 12:00:00,26.1000,23.1000
2026-04-18 12:10:00,26.2000,23.0000
2026-04-18 12:20:00,26.2000,0.0000
2026-04-18 12:30:00,26.2000,23.2000
2026-04-18 12:40:00,26.3000,0.0000
2026-04-18 12:50:00,26.3000,23.1000
2026-04-18 13:00:00,26.6000,23.1000
2026-04-18 13:10:00,26.6000,23.0000
2026-04-18 13:20:00,26.5000,23.0000
2026-04-18 13:30:00,26.5000,23.0000
2026-04-18 13:40:00,26.6000,0.0000
2026-04-18 13:50:00,26.5000,23.2000
2026-04-18 14:00:00,26.6000,23.2000
2026-04-18 14:10:00,26.7000,23.1000
2026-04-18 14:20:00,26.8000,23.0000
2026-04-18 14:30:00,27.0000,23.1000
2026-04-18 14:40:00,27.0000,23.3000
2026-04-18 14:50:00,27.1000,23.0000
2026-04-18 15:00:00,27.3000,23.0000
2026-04-18 15:10:00,27.3000,23.1000
2026-04-18 15:20:00,27.3000,23.4000
2026-04-18 15:30:00,27.4000,0.0000
2026-04-18 15:40:00,27.4000,23.1000
2026-04-18 15:50:00,27.4000,23.2000
2026-04-18 16:00:00,27.4000,23.2000
2026-04-18 16:10:00,27.2000,0.0000
2026-04-18 16:20:00,27.2000,23.0000
2026-04-18 16:30:00,27.1000,23.4000
2026-04-18 16:40:00,27.0000,23.1000
2026-04-18 16:50:00,27.1000,23.6000
2026-04-18 17:00:00,27.1000,0.0000
2026-04-18 17:10:00,27.4000,23.5000
2026-04-18 17:20:00,27.3000,23.3000
2026-04-18 17:30:00,27.3000,23.6000
2026-04-18 17:40:00,27.3000,23.4000
2026-04-18 17:50:00,27.3000,23.6000
2026-04-18 18:00:00,27.5000,24.0000
2026-04-18 18:10:00,27.7000,24.0000
2026-04-18 18:20:00,27.6000,24.0000
2026-04-18 18:30:00,27.8000,24.2000
2026-04-18 18:40:00,27.9000,0.0000
2026-04-18 18:50:00,27.8000,0.0000
2026-04-18 19:00:00,28.0000,0.0000
2026-04-18 19:10:00,28.1000,24.2000
2026-04-18 19:20:00,28.2000,0.0000
2026-04-18 19:30:00,27.9000,24.1000
2026-04-18 19:40:00,27.8000,24.1000
2026-04-18 19:50:00,27.9000,23.8000
2026-04-18 20:00:00,27.8000,24.0000
2026-04-18 20:10:00,27.7000,0.0000
2026-04-18 20:20:00,27.9000,24.0000
2026-04-18 20:30:00,27.8000,24.0000
2026-04-18 20:40:00,27.9000,24.1000
2026-04-18 20:50:00,28.0000,24.2000
2026-04-18 21:00:00,28.0000,0.0000
2026-04-18 21:10:00,28.1000,24.2000
2026-04-18 21:20:00,28.2000,24.2000
2026-04-18 21:30:00,28.0000,0.0000
2026-04-18 21:40:00,28.1000,24.1000
2026-04-18 21:50:00,28.3000,24.2000
2026-04-18 22:00:00,28.2000,0.0000
2026-04-18 22:10:00,28.3000,0.0000
2026-04-18 22:20:00,28.4000,24.2000
2026-04-18 22:30:00,28.3000,24.3000
2026-04-18 22:40:00,28.3000,24.3000
2026-04-18 22:50:00,28.3000,0.0000
2026-04-18 23:00:00,28.2000,24.2000
2026-04-18 23:10:00,27.9000,0.0000
2026-04-18 23:20:00,27.8000,24.1000
2026-04-18 23:30:00,27.6000,24.0000
2026-04-18 23:40:00,27.6000,23.9000
2026-04-18 23:50:00,27.6000,0.0000
2026-04-19 00:00:00,27.5000,23.9000
2026-04-19 00:10:00,27.4000,24.0000
2026-04-19 00:20:00,27.4000,0.0000
2026-04-19 00:30:00,27.3000,0.0000
2026-04-19 00:40:00,27.2000,0.0000
2026-04-19 00:50:00,27.3000,24.0000
2026-04-19 01:00:00,27.3000,23.9000
2026-04-19 01:10:00,27.2000,23.9000
2026-04-19 01:20:00,27.3000,0.0000
2026-04-19 01:30:00,27.2000,0.0000
2026-04-19 01:40:00,27.1000,23.8000
2026-04-19 01:50:00,27.1000,23.8000
2026-04-19 02:00:00,27.0000,23.7000
2026-04-19 02:10:00,27.0000,23.9000
2026-04-19 02:20:00,27.0000,0.0000
2026-04-19 02:30:00,26.9000,23.7000
2026-04-19 02:40:00,26.9000,23.7000
2026-04-19 02:50:00,26.9000,0.0000
2026-04-19 03:00:00,27.0000,23.9000
2026-04-19 03:10:00,27.0000,23.6000
2026-04-19 03:20:00,27.0000,23.6000
2026-04-19 03:30:00,27.1000,0.0000
2026-04-19 03:40:00,27.1000,23.8000
2026-04-19 03:50:00,27.1000,23.8000
2026-04-19 04:00:00,27.1000,0.0000
2026-04-19 04:10:00,27.1000,23.7000
2026-04-19 04:20:00,27.1000,23.5000
2026-04-19 04:30:00,27.2000,0.0000
2026-04-19 04:40:00,27.1000,23.7000
2026-04-19 04:50:00,27.1000,23.6000
2026-04-19 05:00:00,27.1000,23.6000
2026-04-19 05:10:00,27.0000,23.7000
2026-04-19 05:20:00,27.1000,23.6000
2026-04-19 05:30:00,27.1000,23.7000
2026-04-19 05:40:00,27.1000,23.6000
2026-04-19 05:50:00,27.1000,23.6000
2026-04-19 06:00:00,27.0000,0.0000
2026-04-19 06:10:00,27.1000,23.6000
2026-04-19 06:20:00,27.1000,23.6000
2026-04-19 06:30:00,27.1000,23.6000
2026-04-19 06:40:00,27.1000,23.7000
2026-04-19 06:50:00,27.0000,23.5000
2026-04-19 07:00:00,27.0000,0.0000
2026-04-19 07:10:00,26.9000,0.0000
2026-04-19 07:20:00,27.0000,23.4000
2026-04-19 07:30:00,26.9000,23.5000
2026-04-19 07:40:00,26.9000,0.0000
2026-04-19 07:50:00,26.9000,23.5000
2026-04-19 08:00:00,26.9000,0.0000
2026-04-19 08:10:00,27.0000,23.5000
2026-04-19 08:20:00,27.0000,23.4000
2026-04-19 08:30:00,26.9000,23.3000
2026-04-19 08:40:00,26.9000,23.2000
2026-04-19 08:50:00,26.8000,23.3000
2026-04-19 09:00:00,26.7000,23.2000
2026-04-19 09:10:00,26.8000,23.2000
2026-04-19 09:20:00,26.8000,23.4000
2026-04-19 09:30:00,26.7000,23.4000
2026-04-19 09:40:00,26.8000,23.2000
2026-04-19 09:50:00,26.6000,23.3000
2026-04-19 10:00:00,26.7000,23.3000
2026-04-19 10:10:00,26.7000,23.2000
2026-04-19 10:20:00,26.7000,23.1000
2026-04-19 10:30:00,26.7000,23.3000
2026-04-19 10:40:00,26.6000,23.3000
2026-04-19 10:50:00,26.8000,23.2000
2026-04-19 11:00:00,26.7000,23.2000
2026-04-19 11:10:00,26.7000,23.3000
2026-04-19 11:20:00,26.6000,23.2000
2026-04-19 11:30:00,26.6000,0.0000
2026-04-19 11:40:00,26.5000,23.2000
2026-04-19 11:50:00,26.6000,23.0000
2026-04-19 12:00:00,26.7000,23.2000
2026-04-19 12:10:00,26.6000,23.2000
2026-04-19 12:20:00,26.6000,23.2000
2026-04-19 12:30:00,26.7000,0.0000
2026-04-19 12:40:00,26.7000,0.0000
2026-04-19 12:50:00,26.7000,23.4000
2026-04-19 13:00:00,26.6000,23.2000
2026-04-19 13:10:00,26.4000,0.0000
2026-04-19 13:20:00,26.4000,23.3000
2026-04-19 13:30:00,26.4000,23.1000
2026-04-19 13:40:00,26.4000,23.2000
2026-04-19 13:50:00,26.6000,23.4000
2026-04-19 14:00:00,26.7000,23.4000
2026-04-19 14:10:00,26.8000,23.4000
2026-04-19 14:20:00,26.8000,23.5000
2026-04-19 14:30:00,26.9000,23.4000
2026-04-19 14:40:00,26.9000,23.6000
2026-04-19 14:50:00,26.5000,22.6000
2026-04-19 15:00:00,26.3000,22.9000
2026-04-19 15:10:00,26.3000,23.4000
2026-04-19 15:20:00,26.9000,23.5000
2026-04-19 15:30:00,27.0000,23.4000
2026-04-19 15:40:00,27.2000,23.5000
2026-04-19 15:50:00,27.4000,0.0000
2026-04-19 16:00:00,27.4000,0.0000
2026-04-19 16:10:00,27.5000,23.7000
2026-04-19 16:20:00,27.5000,23.5000
2026-04-19 16:30:00,27.5000,23.8000
2026-04-19 16:40:00,27.6000,23.9000
2026-04-19 16:50:00,27.6000,23.7000
2026-04-19 17:00:00,27.6000,23.8000
2026-04-19 17:10:00,27.6000,24.1000
2026-04-19 17:20:00,27.6000,24.0000
2026-04-19 17:30:00,27.8000,24.3000
2026-04-19 17:40:00,27.7000,24.1000
2026-04-19 17:50:00,27.6000,23.8000
2026-04-19 18:00:00,27.7000,23.7000
2026-04-19 18:10:00,27.5000,23.8000
2026-04-19 18:20:00,27.5000,23.8000
2026-04-19 18:30:00,27.4000,0.0000
2026-04-19 18:40:00,27.4000,23.8000
2026-04-19 18:50:00,27.3000,23.7000
2026-04-19 19:00:00,27.4000,23.6000
2026-04-19 19:10:00,27.3000,0.0000
2026-04-19 19:20:00,27.3000,0.0000
2026-04-19 19:30:00,27.3000,23.8000
2026-04-19 19:40:00,27.2000,23.6000
2026-04-19 19:50:00,27.2000,23.7000
2026-04-19 20:00:00,27.2000,23.8000
2026-04-19 20:10:00,27.4000,23.6000
2026-04-19 20:20:00,27.4000,23.8000
2026-04-19 20:30:00,27.4000,0.0000
2026-04-19 20:40:00,27.4000,0.0000
2026-04-19 20:50:00,27.3000,0.0000
2026-04-19 21:00:00,27.2000,23.4000
2026-04-19 21:10:00,27.3000,23.9000
2026-04-19 21:20:00,27.1000,23.8000
2026-04-19 21:30:00,27.1000,23.7000
2026-04-19 21:40:00,27.2000,0.0000
2026-04-19 21:50:00,27.4000,0.0000
2026-04-19 22:00:00,27.3000,23.5000
2026-04-19 22:10:00,27.3000,0.0000
2026-04-19 22:20:00,27.1000,23.6000
2026-04-19 22:30:00,27.1000,0.0000
2026-04-19 22:40:00,27.2000,23.8000
2026-04-19 22:50:00,27.0000,0.0000
2026-04-19 23:00:00,26.9000,23.6000
2026-04-19 23:10:00,26.8000,23.6000
2026-04-19 23:20:00,26.9000,0.0000
2026-04-19 23:30:00,26.8000,23.5000
2026-04-19 23:40:00,26.9000,0.0000
2026-04-19 23:50:00,26.8000,23.5000
2026-04-20 00:00:00,26.8000,23.5000
2026-04-20 00:10:00,26.7000,23.5000
2026-04-20 00:20:00,26.5000,23.5000
2026-04-20 00:30:00,26.7000,23.4000
2026-04-20 00:40:00,26.7000,0.0000
2026-04-20 00:50:00,26.5000,23.3000
2026-04-20 01:00:00,26.6000,23.4000
2026-04-20 01:10:00,26.5000,0.0000
2026-04-20 01:20:00,26.5000,23.5000
2026-04-20 01:30:00,26.6000,23.5000
2026-04-20 01:40:00,26.6000,23.5000
2026-04-20 01:50:00,26.6000,23.4000
2026-04-20 02:00:00,26.4000,0.0000
2026-04-20 02:10:00,26.4000,23.3000
2026-04-20 02:20:00,26.4000,23.0000
2026-04-20 02:30:00,26.4000,0.0000
2026-04-20 02:40:00,26.3000,23.3000
2026-04-20 02:50:00,26.2000,0.0000
2026-04-20 03:00:00,26.1000,22.9000
2026-04-20 03:10:00,26.2000,0.0000
2026-04-20 03:20:00,26.1000,23.0000
2026-04-20 03:30:00,26.1000,23.2000
2026-04-20 03:40:00,26.1000,23.2000
2026-04-20 03:50:00,26.1000,22.7000
2026-04-20 04:00:00,26.1000,23.0000
2026-04-20 04:10:00,26.1000,23.1000
2026-04-20 04:20:00,26.0000,0.0000
2026-04-20 04:30:00,25.9000,0.0000
2026-04-20 04:40:00,25.9000,0.0000
2026-04-20 04:50:00,25.9000,22.8000
2026-04-20 05:00:00,25.9000,23.1000
2026-04-20 05:10:00,25.9000,22.8000
2026-04-20 05:20:00,25.8000,22.7000
2026-04-20 05:30:00,25.8000,22.9000
2026-04-20 05:40:00,25.8000,22.8000
2026-04-20 05:50:00,25.9000,22.8000
2026-04-20 06:00:00,25.8000,22.6000
2026-04-20 06:10:00,25.7000,22.9000
2026-04-20 06:20:00,25.8000,22.8000
2026-04-20 06:30:00,25.7000,22.8000
2026-04-20 06:40:00,25.6000,0.0000
2026-04-20 06:50:00,25.6000,22.7000
2026-04-20 07:00:00,25.6000,22.7000
2026-04-20 07:10:00,25.6000,22.3000
2026-04-20 07:20:00,25.5000,0.0000
2026-04-20 07:30:00,25.5000,0.0000
2026-04-20 07:40:00,25.5000,22.8000
2026-04-20 07:50:00,25.5000,0.0000
2026-04-20 08:00:00,25.6000,22.6000
2026-04-20 08:10:00,25.4000,22.6000
2026-04-20 08:20:00,25.4000,22.2000
2026-04-20 08:30:00,25.4000,21.4000
2026-04-20 08:40:00,25.3000,22.6000
2026-04-20 08:50:00,25.2000,22.4000
2026-04-20 09:00:00,25.3000,22.3000
2026-04-20 09:10:00,25.2000,22.2000
2026-04-20 09:20:00,25.2000,0.0000
2026-04-20 09:30:00,25.1000,0.0000
2026-04-20 09:40:00,25.1000,0.0000
2026-04-20 09:50:00,25.1000,22.1000
2026-04-20 10:00:00,25.1000,22.3000
2026-04-20 10:10:00,25.1000,0.0000
2026-04-20 10:20:00,25.2000,22.2000
2026-04-20 10:30:00,25.1000,22.0000
2026-04-20 10:40:00,25.0000,22.2000
2026-04-20 10:50:00,25.0000,22.1000
2026-04-20 11:00:00,25.1000,22.1000
2026-04-20 11:10:00,25.1000,22.2000
2026-04-20 11:20:00,25.0000,0.0000
2026-04-20 11:30:00,25.0000,0.0000
2026-04-20 11:40:00,25.1000,22.3000
2026-04-20 11:50:00,25.0000,22.2000
2026-04-20 12:00:00,25.0000,0.0000
2026-04-20 12:10:00,25.0000,0.0000
2026-04-20 12:20:00,24.9000,22.0000
2026-04-20 12:30:00,24.9000,22.2000
2026-04-20 12:40:00,25.0000,0.0000
2026-04-20 12:50:00,25.0000,22.1000
2026-04-20 13:00:00,25.1000,22.1000
2026-04-20 13:10:00,25.2000,0.0000
2026-04-20 13:20:00,25.1000,0.0000
2026-04-20 13:30:00,25.1000,0.0000
2026-04-20 13:40:00,25.0000,22.2000
2026-04-20 13:50:00,25.0000,22.1000
2026-04-20 14:00:00,25.0000,0.0000
2026-04-20 14:10:00,25.1000,0.0000
2026-04-20 14:20:00,25.0000,22.1000
2026-04-20 14:30:00,24.5000,0.0000
2026-04-20 14:40:00,24.4000,22.1000
2026-04-20 14:50:00,24.4000,21.9000
2026-04-20 15:00:00,24.3000,21.8000
2026-04-20 15:10:00,24.4000,22.0000
2026-04-20 15:20:00,24.7000,0.0000
2026-04-20 15:30:00,24.7000,21.6000
2026-04-20 15:40:00,24.5000,0.0000
2026-04-20 15:50:00,23.7000,19.2000
2026-04-20 16:00:00,23.9000,0.0000
2026-04-20 16:10:00,24.3000,22.0000
2026-04-20 16:20:00,24.5000,21.9000
2026-04-20 16:30:00,24.7000,21.8000
2026-04-20 16:40:00,24.8000,0.0000
2026-04-20 16:50:00,24.5000,21.6000
2026-04-20 17:00:00,24.1000,0.0000
2026-04-20 17:10:00,24.1000,20.5000
2026-04-20 17:20:00,24.1000,21.0000
2026-04-20 17:30:00,24.0000,20.8000
2026-04-20 17:40:00,24.1000,21.0000
2026-04-20 17:50:00,24.1000,21.1000
2026-04-20 18:00:00,24.0000,20.7000
2026-04-20 18:10:00,24.0000,21.0000
2026-04-20 18:20:00,24.1000,0.0000
2026-04-20 18:30:00,24.1000,20.7000
2026-04-20 18:40:00,24.2000,0.0000
2026-04-20 18:50:00,24.2000,21.1000
2026-04-20 19:00:00,24.3000,21.4000
2026-04-20 19:10:00,24.2000,21.0000
2026-04-20 19:20:00,24.3000,20.6000
2026-04-20 19:30:00,24.3000,21.5000
2026-04-20 19:40:00,24.5000,21.7000
2026-04-20 19:50:00,24.6000,0.0000
2026-04-20 20:00:00,24.7000,21.6000
2026-04-20 20:10:00,24.7000,21.4000
2026-04-20 20:20:00,24.8000,21.8000
2026-04-20 20:30:00,25.0000,0.0000
2026-04-20 20:40:00,25.1000,22.0000
2026-04-20 20:50:00,25.2000,21.9000
2026-04-20 21:00:00,25.3000,21.8000
2026-04-20 21:10:00,25.5000,22.3000
2026-04-20 21:20:00,25.4000,22.0000
2026-04-20 21:30:00,25.2000,22.2000
2026-04-20 21:40:00,25.3000,22.3000
2026-04-20 21:50:00,25.3000,22.0000
2026-04-20 22:00:00,25.2000,22.0000
2026-04-20 22:10:00,25.1000,22.2000
2026-04-20 22:20:00,24.7000,21.8000
2026-04-20 22:30:00,24.6000,0.0000
2026-04-20 22:40:00,24.7000,21.4000
2026-04-20 22:50:00,24.9000,21.9000
2026-04-20 23:00:00,25.0000,0.0000
2026-04-20 23:10:00,24.8000,21.8000
2026-04-20 23:20:00,24.6000,0.0000
2026-04-20 23:30:00,24.8000,21.8000
2026-04-20 23:40:00,24.5000,21.8000
2026-04-20 23:50:00,24.7000,21.9000
2026-04-21 00:00:00,24.7000,0.0000
2026-04-21 00:10:00,24.8000,0.0000
2026-04-21 00:20:00,24.8000,0.0000
2026-04-21 00:30:00,24.7000,0.0000
2026-04-21 00:40:00,24.8000,0.0000
2026-04-21 00:50:00,24.9000,22.0000
2026-04-21 01:00:00,25.0000,0.0000
2026-04-21 01:10:00,24.9000,22.1000
2026-04-21 01:20:00,24.9000,22.1000
2026-04-21 01:30:00,24.8000,0.0000
2026-04-21 01:40:00,24.8000,22.4000
2026-04-21 01:50:00,25.0000,22.5000
2026-04-21 02:00:00,25.2000,22.4000
2026-04-21 02:10:00,25.4000,0.0000
2026-04-21 02:20:00,25.3000,22.3000
2026-04-21 02:30:00,25.1000,22.3000
2026-04-21 02:40:00,25.1000,22.3000
2026-04-21 02:50:00,25.1000,0.0000
2026-04-21 03:00:00,25.2000,0.0000
2026-04-21 03:10:00,25.1000,22.5000
2026-04-21 03:20:00,25.3000,22.4000
2026-04-21 03:30:00,25.2000,0.0000
2026-04-21 03:40:00,25.3000,22.6000
2026-04-21 03:50:00,25.4000,22.6000
2026-04-21 04:00:00,25.3000,22.7000
2026-04-21 04:10:00,25.4000,22.6000
2026-04-21 04:20:00,25.5000,0.0000
2026-04-21 04:30:00,25.5000,0.0000
2026-04-21 04:40:00,25.5000,22.6000
2026-04-21 04:50:00,25.5000,22.6000
2026-04-21 05:00:00,25.4000,22.5000
2026-04-21 05:10:00,25.4000,22.6000
2026-04-21 05:20:00,25.4000,22.6000
2026-04-21 05:30:00,25.4000,0.0000
2026-04-21 05:40:00,25.5000,22.6000
2026-04-21 05:50:00,25.4000,0.0000
2026-04-21 06:00:00,25.4000,22.6000
2026-04-21 06:10:00,25.4000,0.0000
2026-04-21 06:20:00,25.4000,22.7000
2026-04-21 06:30:00,25.5000,0.0000
2026-04-21 06:40:00,25.4000,22.7000
2026-04-21 06:50:00,25.4000,22.6000
2026-04-21 07:00:00,25.4000,22.6000
2026-04-21 07:10:00,25.4000,22.5000
2026-04-21 07:20:00,25.4000,0.0000
2026-04-21 07:30:00,25.5000,22.6000
2026-04-21 07:40:00,25.4000,22.6000
2026-04-21 07:50:00,25.4000,22.7000
2026-04-21 08:00:00,25.4000,22.7000
2026-04-21 08:10:00,25.4000,22.6000
2026-04-21 08:20:00,25.5000,22.6000
2026-04-21 08:30:00,25.4000,0.0000
2026-04-21 08:40:00,25.5000,22.7000
2026-04-21 08:50:00,25.4000,22.5000
2026-04-21 09:00:00,25.4000,22.5000
2026-04-21 09:10:00,25.4000,0.0000
2026-04-21 09:20:00,25.3000,22.5000
2026-04-21 09:30:00,25.1000,22.3000
2026-04-21 09:40:00,25.1000,22.4000
2026-04-21 09:50:00,25.1000,0.0000
2026-04-21 10:00:00,25.2000,22.5000
2026-04-21 10:10:00,25.2000,22.5000
2026-04-21 10:20:00,25.3000,22.5000
2026-04-21 10:30:00,25.2000,0.0000
2026-04-21 10:40:00,25.3000,22.5000
2026-04-21 10:50:00,25.4000,0.0000
2026-04-21 11:00:00,25.4000,22.6000
2026-04-21 11:10:00,25.4000,22.6000
2026-04-21 11:20:00,25.4000,22.6000
2026-04-21 11:30:00,25.3000,22.6000
2026-04-21 11:40:00,25.4000,22.7000
2026-04-21 11:50:00,25.4000,22.7000
2026-04-21 12:00:00,25.5000,0.0000
2026-04-21 12:10:00,25.4000,22.6000
2026-04-21 12:20:00,25.4000,22.7000
2026-04-21 12:30:00,25.0000,22.0000
2026-04-21 12:40:00,24.7000,21.9000
2026-04-21 12:50:00,24.3000,21.7000
2026-04-21 13:00:00,24.1000,21.1000
2026-04-21 13:10:00,24.0000,21.6000
2026-04-21 13:20:00,24.3000,21.8000
2026-04-21 13:30:00,24.5000,21.9000
2026-04-21 13:40:00,24.7000,21.7000
2026-04-21 13:50:00,24.4000,21.7000
2026-04-21 14:00:00,24.0000,21.5000
2026-04-21 14:10:00,23.8000,0.0000
2026-04-21 14:20:00,23.7000,0.0000
2026-04-21 14:30:00,24.2000,0.0000
2026-04-21 14:40:00,24.4000,21.4000
2026-04-21 14:50:00,24.3000,21.0000
2026-04-21 15:00:00,24.4000,21.3000
2026-04-21 15:10:00,24.8000,21.4000
2026-04-21 15:20:00,25.4000,21.9000
2026-04-21 15:30:00,25.7000,0.0000
2026-04-21 15:40:00,25.7000,22.2000
2026-04-21 15:50:00,25.3000,21.5000
2026-04-21 16:00:00,24.9000,21.4000
2026-04-21 16:10:00,24.9000,22.0000
2026-04-21 16:20:00,25.2000,0.0000
2026-04-21 16:30:00,25.4000,22.0000
2026-04-21 16:40:00,25.6000,0.0000
2026-04-21 16:50:00,25.6000,22.4000
2026-04-21 17:00:00,25.9000,0.0000
2026-04-21 17:10:00,26.1000,0.0000
2026-04-21 17:20:00,26.2000,22.5000
2026-04-21 17:30:00,26.0000,22.6000
2026-04-21 17:40:00,26.0000,22.5000
2026-04-21 17:50:00,26.0000,22.6000
2026-04-21 18:00:00,26.0000,22.7000
2026-04-21 18:10:00,26.0000,22.5000
2026-04-21 18:20:00,26.0000,0.0000
2026-04-21 18:30:00,26.0000,22.4000
2026-04-21 18:40:00,26.0000,22.5000
2026-04-21 18:50:00,25.9000,22.6000
2026-04-21 19:00:00,26.0000,23.0000
2026-04-21 19:10:00,26.2000,23.1000
2026-04-21 19:20:00,26.3000,0.0000
2026-04-21 19:30:00,26.3000,23.3000
2026-04-21 19:40:00,26.4000,23.3000
2026-04-21 19:50:00,26.3000,23.2000
2026-04-21 20:00:00,26.4000,23.4000
2026-04-21 20:10:00,26.4000,23.5000
2026-04-21 20:20:00,26.5000,23.4000
2026-04-21 20:30:00,26.5000,23.5000
2026-04-21 20:40:00,26.5000,23.5000
2026-04-21 20:50:00,26.4000,23.4000
2026-04-21 21:00:00,26.5000,0.0000
2026-04-21 21:10:00,26.5000,0.0000
2026-04-21 21:20:00,26.5000,23.4000
